--- scanner 0 ---
-706,-587,-470
823,867,-765
766,-468,-698
-620,-385,395
-553,698,-682
-504,567,-779
494,-485,555
-513,-424,443
-532,500,535
701,847,-777
-604,632,487
549,920,284
518,739,342
-447,604,430
423,-457,540
780,-543,-568
441,-550,563
-576,497,-679
425,799,269
-899,-504,-472
-588,-527,417
749,-567,-783
-733,-605,-502
827,735,-783
-23,5,-41

--- scanner 1 ---
545,-633,535
-775,485,397
-854,-441,-544
-645,-523,786
661,809,-588
669,-652,570
-679,-416,690
309,-633,-781
-597,-545,633
-851,-679,-553
280,-607,-573
387,761,783
-532,567,-897
-390,495,-894
569,670,-649
408,724,597
-5,-102,-58
-653,417,365
-907,-507,-482
548,-736,478
444,594,722
686,792,-666
-420,486,-859
-104,34,-128
-699,539,443
320,-719,-587

--- scanner 2 ---
394,-707,864
-404,-478,-627
779,-717,-427
-383,-441,-813
475,540,595
-452,505,586
878,785,-492
-753,875,-566
85,-60,21
-565,-532,619
458,519,488
858,739,-517
-775,836,-604
-793,707,-602
657,-785,-395
-440,-608,-752
536,-635,867
-657,-393,558
703,-663,-473
452,688,569
424,-716,829
-522,465,623
-480,639,703
858,731,-397
-682,-410,636

--- scanner 3 ---
447,-752,870
-580,665,-510
478,-933,928
-675,-645,725
799,-708,-607
-691,372,817
352,444,672
-587,511,-511
-90,-150,102
747,717,-742
-627,483,-553
-603,-513,677
-659,514,795
370,537,649
-584,411,769
789,-583,-673
11,-25,-28
772,722,-473
797,-505,-656
423,472,657
354,-812,943
731,764,-575
-564,-687,-779
-531,-733,-720
-518,-617,782
-551,-610,-795

--- scanner 4 ---
537,481,-514
627,499,744
774,-649,-541
644,-561,553
601,513,-586
651,429,647
641,491,651
-465,-856,-504
-586,776,-588
766,-758,-476
-890,672,566
806,-729,-655
-612,764,-638
671,-535,535
-685,624,526
418,536,-574
-558,-550,575
-558,-640,742
-652,-632,640
-489,905,-622
68,87,-63
-809,638,640
680,-627,607
-430,-658,-515
-75,-78,17
-527,-702,-534

--- scanner 5 ---
571,739,387
-544,789,-652
-663,-470,-621
-719,-521,-762
703,-816,-738
933,783,-418
851,872,-367
640,753,389
625,-789,-620
-591,442,535
-682,-704,816
717,-599,558
-715,491,643
-567,-584,753
-9,-36,51
-476,809,-634
-725,-591,-707
662,848,445
-550,753,-496
-485,465,630
738,-866,-630
655,-783,586
-677,-532,745
722,-722,645
895,879,-510

--- scanner 6 ---
-723,-588,-655
598,-447,653
528,468,607
763,-451,608
-696,519,425
752,-500,702
-724,-497,742
-647,-540,-704
-741,-585,597
607,563,594
-738,-533,-740
-770,-669,783
105,182,-15
-324,690,-678
459,864,-834
765,-734,-378
512,936,-793
-267,726,-693
555,774,-830
-280,692,-725
632,457,534
792,-736,-602
-701,560,350
771,-717,-346
-615,612,480

--- scanner 7 ---
-493,353,773
52,131,-102
404,493,449
-526,-522,648
805,-601,-592
909,-678,-603
-350,360,729
647,767,-607
885,-693,620
-635,443,-666
406,479,518
-524,-318,-773
744,-594,-567
-540,-560,622
-506,-379,-741
819,-690,695
732,-746,565
462,384,540
660,741,-837
-443,-345,-674
552,790,-713
-617,423,-598
156,-43,-134
-569,-465,731
-401,449,811
-479,479,-672

--- scanner 8 ---
-411,735,-457
-684,744,-458
-580,-727,-754
-613,-740,-699
76,165,161
-728,754,824
-724,764,886
710,943,-711
-584,793,-489
-821,740,816
511,-473,539
-603,-572,691
-643,-777,643
582,-243,-542
-717,-696,677
765,968,-622
545,-376,410
509,714,802
-510,-760,-780
497,531,779
561,-499,551
707,-334,-608
729,873,-514
-97,60,63
536,-292,-673
437,650,834

--- scanner 9 ---
-757,435,-741
-544,-530,-359
641,-710,-451
562,-749,-630
746,601,656
-638,-793,403
644,587,590
-647,513,930
510,422,-377
470,376,-345
-732,481,-721
479,-550,606
-509,-428,-484
501,-789,-513
463,337,-275
532,-412,532
-71,-56,138
-646,-660,424
-645,384,912
483,-367,705
-572,-456,-442
-683,345,890
-582,-734,540
716,606,417
-852,489,-721

--- scanner 10 ---
264,-695,626
-167,-84,17
-586,-723,-660
-54,-162,-93
-578,697,801
-491,-500,351
-559,607,669
575,-771,-703
441,733,-714
357,762,-528
-483,-609,416
234,514,520
529,716,-569
-451,-529,530
-577,-631,-732
373,546,543
-680,615,-503
-670,457,-395
264,475,471
234,-489,579
-613,-697,-678
-614,698,689
579,-606,-658
526,-760,-609
253,-614,464
-705,649,-390

--- scanner 11 ---
573,-875,594
740,749,535
-298,762,643
-389,726,650
-335,-328,-450
635,805,511
-712,700,-580
-769,715,-616
729,-650,-348
764,-629,-475
-313,677,698
767,-864,508
781,-904,620
697,830,491
-312,-720,607
519,462,-563
131,15,-55
-421,-458,-502
462,276,-554
-295,-575,695
-340,-403,-409
569,278,-584
56,-90,69
789,-519,-452
-266,-761,779
-756,747,-582

--- scanner 12 ---
583,-718,405
620,-252,-600
414,893,549
-357,842,-678
-471,493,761
534,893,541
757,656,-368
694,614,-396
-479,901,-753
684,-368,-674
-606,-487,815
509,913,495
-89,-2,83
722,531,-470
23,161,2
-889,-614,-431
-569,-417,775
621,-740,444
-412,816,-690
-552,487,592
-578,510,740
-812,-696,-485
619,-758,573
-686,-445,641
-893,-634,-618
628,-231,-733

--- scanner 13 ---
864,-472,796
-535,-558,426
-357,505,731
501,575,438
358,672,424
868,-454,664
710,646,-841
-32,29,90
807,-539,-539
-537,524,765
622,634,-644
821,-669,-614
610,734,-775
113,38,-83
-692,-735,-676
-754,330,-556
-357,522,812
790,-454,-638
-463,-458,496
541,661,434
-512,-555,627
-755,492,-628
-665,-767,-658
-858,-765,-575
742,-460,776
-733,340,-656

--- scanner 14 ---
655,-280,-252
564,738,-779
-605,-410,-364
-631,884,-479
-553,611,736
723,-271,-414
433,691,666
-574,-529,895
-571,780,-610
453,701,657
-596,757,-500
-592,-597,915
574,-694,800
20,-3,131
-701,669,703
-92,140,37
692,-425,-329
-464,-354,-415
-519,-348,-485
419,736,-762
613,-595,714
-675,541,811
475,713,780
653,-613,725
546,680,-685
-730,-523,859

--- scanner 15 ---
-490,-736,-642
550,-495,-907
696,-327,699
-530,740,-645
-624,751,-596
622,-566,-798
-752,-627,467
-638,595,418
547,837,734
658,469,-937
-698,620,312
-635,-753,-730
-882,-713,415
815,827,750
-625,516,323
896,-316,700
-579,586,-592
636,742,737
705,675,-907
-449,-782,-814
789,-260,661
-80,77,-105
599,-534,-937
543,594,-918
-807,-708,374
57,10,30

--- scanner 16 ---
-338,589,-778
903,-579,-700
14,-32,-64
661,766,311
577,543,-708
596,-545,410
-586,387,631
922,-694,-825
-327,662,-674
559,807,353
639,-592,592
597,-552,564
-765,-851,-467
630,494,-554
-563,405,538
-571,458,603
-731,-656,703
-683,-549,664
892,-741,-619
-709,-624,561
-433,602,-699
-749,-583,-457
-752,-672,-552
828,782,358
581,588,-543

--- scanner 17 ---
446,-254,665
333,-392,-397
-638,-538,721
-805,938,-456
72,30,109
581,656,-274
-506,-278,-582
397,825,574
549,679,-413
-734,882,-628
398,937,538
638,-259,630
-714,-249,-556
379,-433,-569
-428,451,537
-47,164,5
620,607,-304
-699,-630,860
-390,563,618
480,-367,640
-393,421,546
-700,-289,-668
488,805,519
-621,-655,843
362,-578,-481
-743,885,-390

--- scanner 18 ---
-494,-369,628
802,509,-765
615,-498,735
-770,577,-705
719,905,497
685,-738,-373
-333,503,433
621,-658,-354
715,-426,665
-551,-526,600
-808,627,-584
708,648,-728
-53,-13,48
701,901,365
618,-475,534
-599,-454,732
-119,41,-136
713,779,385
-406,596,493
-720,650,-560
798,-660,-467
784,578,-828
-824,-515,-834
-726,-571,-765
-348,627,312
-653,-530,-758

--- scanner 19 ---
530,-654,530
-433,-664,-315
846,351,-521
580,-794,-492
-540,-553,446
743,342,-458
600,-532,605
690,474,684
-534,616,-482
520,-647,-574
-532,-745,-342
-8,-67,29
705,347,-393
-611,567,-316
-608,-571,426
-534,-709,482
658,-680,638
680,454,675
-465,-682,-376
-705,595,541
129,21,119
-606,634,627
-511,603,-405
702,496,561
-624,674,616
546,-660,-370

--- scanner 20 ---
-689,622,-567
240,-338,830
468,-722,-670
517,-512,-689
-792,679,-570
-618,-331,519
538,435,-466
-601,524,575
-61,-71,-63
-708,587,-691
-620,-407,429
262,-314,910
323,-368,804
-547,-444,-455
483,714,677
385,-658,-692
-472,467,657
-579,371,623
705,374,-409
429,760,753
-602,-417,-532
668,560,-430
-589,-531,509
-615,-561,-532
361,792,631
-39,41,105

--- scanner 21 ---
-426,-658,-759
418,498,-589
414,-511,-561
493,518,-526
-841,-412,424
-360,-583,-762
-783,-503,315
-513,-528,-815
-693,750,721
408,-545,-605
94,34,1
-839,-481,410
766,609,750
885,-622,376
839,-625,470
-598,644,698
-440,629,-670
601,495,-614
-501,604,-663
421,-651,-701
-80,147,29
743,716,737
769,811,749
-336,640,-747
-585,874,672
856,-762,424

--- scanner 22 ---
-464,689,-549
-489,-885,516
-762,-606,-378
-788,-593,-608
-582,-818,478
580,-751,-623
292,-673,402
657,-855,-612
-444,671,-617
-500,533,-543
474,448,571
324,497,-541
296,-764,415
-548,588,521
-382,-829,477
-811,-498,-502
358,560,-474
272,-664,488
-623,710,591
573,-690,-648
-656,562,649
297,578,-442
556,595,511
-45,-71,27
352,582,537

--- scanner 23 ---
756,-426,395
-511,609,-747
-754,-569,561
-476,-810,-781
724,652,-420
111,-26,18
595,-662,-636
-632,-550,581
95,135,-163
-620,471,770
831,686,-516
-474,-827,-636
-698,416,770
714,538,482
-532,-733,-654
683,458,358
614,-538,-671
688,-503,512
511,-541,-728
685,548,282
-724,440,694
702,604,-573
-56,106,-30
701,-503,368
-714,-723,553
-521,618,-767
-499,732,-725

--- scanner 24 ---
658,729,523
-548,-713,507
-663,724,818
465,531,-713
-740,866,-633
651,-731,365
538,792,408
-33,-39,59
721,-786,371
657,-619,-867
-730,613,814
-269,-352,-661
335,445,-765
-513,-693,456
772,-645,427
116,101,34
-455,-409,-652
710,721,413
410,450,-806
-693,822,-635
526,-679,-763
-697,-766,453
636,-654,-740
-271,-459,-631
-679,804,771
-708,879,-599

--- scanner 25 ---
-361,276,724
116,-17,41
-469,-752,-615
378,385,552
743,-810,609
821,455,-728
-457,280,634
809,-727,464
-670,-754,810
-25,-136,-126
422,432,550
-592,-761,-541
-698,-578,840
-667,732,-874
-559,-593,820
742,-841,446
612,-737,-612
-687,-721,-600
-673,764,-857
-694,508,-876
836,370,-673
-414,317,796
690,-735,-482
365,417,586
723,-856,-612
745,406,-680

--- scanner 26 ---
166,19,-52
501,-699,-910
496,-658,-985
582,-606,-855
670,482,413
-603,-633,-684
-625,653,711
843,515,-782
949,-412,686
882,-374,593
-594,534,-548
780,630,-662
-25,121,-122
-628,-656,-794
-607,721,731
-469,647,675
-568,-760,-663
-498,-545,519
-524,-417,627
-646,-487,552
562,606,364
893,-373,793
772,520,-610
-680,472,-669
657,712,387
-735,478,-599

